Date,Lat,Lng
2021-01-02,50.84094,4.41661
2021-01-02,50.84308,4.41238
2021-01-02,50.83744,4.39757
2021-01-02,50.84832,4.41443
2021-01-02,50.83535,4.39391
2021-01-02,50.87553,4.39349
2021-01-02,50.86852,4.40784
2021-01-02,50.86375,4.42366
2021-01-02,50.81365,4.33162
2021-01-02,50.81582,4.33057
2021-01-02,50.81983,4.35434
2021-01-02,50.86971,4.28298
2021-01-02,50.87025,4.32042
2021-01-02,50.87702,4.32067
2021-01-02,50.83190,4.35184
2021-01-02,50.81865,4.35843
2021-01-02,50.81570,4.33330
2021-01-02,50.84240,4.36520
2021-01-02,50.82068,4.35229
2021-01-02,50.82519,4.36913
2021-01-02,50.83395,4.36295
2021-01-02,50.81741,4.37188
2021-01-02,50.80801,4.36936
2021-01-02,50.82907,4.38604
2021-01-02,50.83213,4.36384
2021-01-02,50.82464,4.35984
2021-01-02,50.81695,4.37434
2021-01-02,50.81223,4.38948
2021-01-02,50.88880,4.33528
2021-01-02,50.89798,4.32471
2021-01-02,50.88256,4.32092
2021-01-02,50.87155,4.32375
2021-01-02,50.86716,4.33675
2021-01-02,50.86829,4.32991
2021-01-02,50.86671,4.28632
2021-01-02,50.87548,4.30429
2021-01-02,50.86550,4.29073
2021-01-02,50.82588,4.34937
2021-01-02,50.82661,4.34677
2021-01-02,50.82560,4.35211
2021-01-02,50.82970,4.35381
2021-01-02,50.82557,4.34564
2021-01-02,50.82007,4.34960
2021-01-02,50.87540,4.38099
2021-01-02,50.86115,4.40602
2021-01-02,50.86161,4.36899
2021-01-02,50.84469,4.37554
2021-01-02,50.85030,4.37389
2021-01-02,50.87757,4.39159
2021-01-02,50.87255,4.37421
2021-01-02,50.84768,4.38676
2021-01-02,50.85854,4.41105
2021-01-02,50.85647,4.38521
2021-01-02,50.85387,4.40070
2021-01-02,50.86704,4.39763
2021-01-02,50.85713,4.38183
2021-01-02,50.85349,4.37515
2021-01-02,50.85211,4.38051
2021-01-02,50.84484,4.37868
2021-01-02,50.86231,4.38450
2021-01-02,50.87130,4.38430
2021-01-02,50.77858,4.35181
2021-01-02,50.78636,4.32858
2021-01-02,50.76320,4.35544
2021-01-02,50.76565,4.39778
2021-01-02,50.79343,4.34015
2021-01-02,50.76772,4.31752
2021-01-02,50.77180,4.43742
2021-01-02,50.79743,4.41527
2021-01-02,50.77830,4.45204
2021-01-02,50.83548,4.45559
2021-01-02,50.86054,4.46264
2021-01-02,50.84482,4.44138
2021-01-02,50.82577,4.44479
2021-01-02,50.84782,4.46274
2021-01-02,50.84570,4.42232
2021-01-02,50.83943,4.42894
2021-01-02,50.85459,4.46239
2021-01-02,50.81442,4.45076
2021-01-02,50.82045,4.46364
2021-01-03,50.82674,4.29247
2021-01-03,50.81588,4.27470
2021-01-03,50.83119,4.29018
2021-01-03,50.80624,4.33513
2021-01-03,50.83567,4.27895
2021-01-03,50.85837,4.29286
2021-01-03,50.82505,4.29959
2021-01-03,50.86007,4.29833
2021-01-03,50.80595,4.27754
2021-01-03,50.79178,4.28976
2021-01-03,50.83343,4.31894
2021-01-03,50.80016,4.32467
2021-01-03,50.79882,4.24615
2021-01-03,50.82122,4.28775
2021-01-03,50.84318,4.30420
2021-01-03,50.84470,4.29846
2021-01-03,50.79178,4.46638
2021-01-03,50.82781,4.39791
2021-01-03,50.82209,4.39941
2021-01-03,50.85587,4.39170
2021-01-03,50.84043,4.40430
2021-01-03,50.82813,4.47279
2021-01-03,50.86952,4.33702
2021-01-03,50.83400,4.43102
2021-01-03,50.83789,4.48647
2021-01-03,50.87817,4.32168
2021-01-03,50.85554,4.37546
2021-01-03,50.85591,4.37658
2021-01-03,50.84941,4.38412
2021-01-03,50.85771,4.38620
2021-01-03,50.88131,4.44657
2021-01-03,50.84987,4.43764
2021-01-03,50.83060,4.36126
2021-01-03,50.86788,4.36833
2021-01-03,50.87916,4.36349
2021-01-03,50.81131,4.31940
2021-01-03,50.77848,4.40383
2021-01-03,50.81958,4.37001
2021-01-03,50.85800,4.25691
2021-01-03,50.86854,4.36759
2021-01-03,50.86064,4.38999
2021-01-03,50.85662,4.37027
2021-01-03,50.84668,4.40695
2021-01-03,50.83038,4.39975
2021-01-03,50.84087,4.42356
2021-01-03,50.83903,4.39857
2021-01-03,50.84669,4.41767
2021-01-03,50.83141,4.41735
2021-01-03,50.84577,4.41702
2021-01-03,50.84062,4.40276
2021-01-03,50.83253,4.39632
2021-01-03,50.82781,4.41862
2021-01-03,50.84417,4.39281
2021-01-03,50.82244,4.41076
2021-01-03,50.84022,4.39229
2021-01-03,50.83149,4.39052
2021-01-03,50.82703,4.38554
2021-01-03,50.83291,4.39692
2021-01-03,50.88048,4.41234
2021-01-03,50.86479,4.41083
2021-01-03,50.87727,4.39064
2021-01-03,50.82274,4.33814
2021-01-03,50.81592,4.32720
2021-01-03,50.82677,4.30891
2021-01-03,50.81558,4.31614
2021-01-03,50.81495,4.30425
2021-01-03,50.81968,4.33563
2021-01-03,50.81915,4.32128
2021-01-03,50.82465,4.31037
2021-01-03,50.82903,4.34850
2021-01-03,50.86615,4.29559
2021-01-03,50.88421,4.30107
2021-01-03,50.87979,4.30230
2021-01-03,50.82093,4.37044
2021-01-03,50.82014,4.37273
2021-01-03,50.81089,4.38360
2021-01-03,50.81505,4.39986
2021-01-03,50.81297,4.36192
2021-01-03,50.84165,4.38745
2021-01-03,50.82236,4.34693
2021-01-03,50.83731,4.37432
2021-01-03,50.81310,4.35706
2021-01-03,50.81905,4.37221
2021-01-03,50.81852,4.38646
2021-01-03,50.81156,4.39916
2021-01-03,50.81437,4.35165
2021-01-03,50.81173,4.35116
2021-01-03,50.82365,4.35811
2021-01-03,50.81408,4.34802
2021-01-03,50.84058,4.37394
2021-01-03,50.88328,4.32165
2021-01-03,50.88210,4.32219
2021-01-03,50.87391,4.33440
2021-01-03,50.87139,4.32556
2021-01-03,50.88799,4.32944
2021-01-03,50.88963,4.32898
2021-01-03,50.88297,4.32557
2021-01-03,50.88350,4.31321
2021-01-03,50.88030,4.31309
2021-01-03,50.88009,4.30419
2021-01-03,50.89913,4.32864
2021-01-03,50.86656,4.32432
2021-01-03,50.86722,4.32016
2021-01-03,50.86819,4.33010
2021-01-03,50.83632,4.31489
2021-01-03,50.85141,4.29596
2021-01-03,50.83504,4.29102
2021-01-03,50.87562,4.29784
2021-01-03,50.85332,4.33110
2021-01-03,50.82590,4.34985
2021-01-03,50.82763,4.35458
2021-01-03,50.82564,4.35557
2021-01-03,50.82689,4.34258
2021-01-03,50.82476,4.33484
2021-01-03,50.83373,4.35057
2021-01-03,50.82399,4.34242
2021-01-03,50.82409,4.34832
2021-01-03,50.82485,4.36094
2021-01-03,50.82422,4.34453
2021-01-03,50.82837,4.34670
2021-01-03,50.85928,4.37751
2021-01-03,50.84666,4.35793
2021-01-03,50.85172,4.37524
2021-01-03,50.85765,4.38429
2021-01-03,50.85162,4.39194
2021-01-03,50.86550,4.38280
2021-01-03,50.86118,4.38390
2021-01-03,50.85881,4.38667
2021-01-03,50.84396,4.39767
2021-01-03,50.87654,4.39443
2021-01-03,50.85263,4.39911
2021-01-03,50.86439,4.40143
2021-01-03,50.86318,4.38578
2021-01-03,50.86317,4.37859
2021-01-03,50.85959,4.38777
2021-01-03,50.85692,4.36736
2021-01-03,50.86264,4.36182
2021-01-03,50.88530,4.38298
2021-01-03,50.86585,4.39847
2021-01-03,50.85331,4.38208
2021-01-03,50.84513,4.40067
2021-01-03,50.86692,4.38108
2021-01-03,50.86002,4.37975
2021-01-03,50.86662,4.36716
2021-01-03,50.81884,4.38868
2021-01-03,50.77997,4.32929
2021-01-03,50.78680,4.34744
2021-01-03,50.81689,4.40417
2021-01-03,50.77748,4.31293
2021-01-03,50.80220,4.37013
2021-01-03,50.80681,4.34738
2021-01-03,50.77363,4.42946
2021-01-03,50.78912,4.41468
2021-01-03,50.79978,4.39169
2021-01-03,50.83507,4.43439
2021-01-03,50.86225,4.44858
2021-01-03,50.86430,4.45740
2021-01-03,50.85273,4.43817
2021-01-03,50.86282,4.44566
2021-01-03,50.83420,4.43868
2021-01-03,50.83469,4.43561
2021-01-03,50.83145,4.40634
2021-01-03,50.83069,4.43778
2021-01-03,50.81792,4.46910
2021-01-03,50.83399,4.43553
2021-01-03,50.82090,4.41764
2021-01-03,50.82536,4.41365
2021-01-03,50.82633,4.44191
2021-01-03,50.80980,4.45889
2021-01-03,50.83395,4.43172
2021-01-04,50.83433,4.29968
2021-01-04,50.84674,4.30777
2021-01-04,50.81415,4.31743
2021-01-04,50.82603,4.29178
2021-01-04,50.85165,4.26066
2021-01-04,50.82863,4.29683
2021-01-04,50.80891,4.33368
2021-01-04,50.82152,4.28849
2021-01-04,50.84499,4.30813
2021-01-04,50.80782,4.28258
2021-01-04,50.83947,4.26831
2021-01-04,50.84211,4.30150
2021-01-04,50.82754,4.29178
2021-01-04,50.82642,4.29421
2021-01-04,50.82715,4.32598
2021-01-04,50.82565,4.29436
2021-01-04,50.83215,4.29929
2021-01-04,50.81372,4.27464
2021-01-04,50.82764,4.29356
2021-01-04,50.81208,4.29832
2021-01-04,50.82891,4.28250
2021-01-04,50.82369,4.26996
2021-01-04,50.83431,4.30763
2021-01-04,50.82926,4.28811
2021-01-04,50.84930,4.23584
2021-01-04,50.83372,4.30045
2021-01-04,50.82080,4.30671
2021-01-04,50.82809,4.28597
2021-01-04,50.79121,4.28320
2021-01-04,50.82295,4.29368
2021-01-04,50.83352,4.48131
2021-01-04,50.81094,4.42042
2021-01-04,50.80821,4.37689
2021-01-04,50.81504,4.43317
2021-01-04,50.82511,4.43137
2021-01-04,50.86738,4.27797
2021-01-04,50.86793,4.29319
2021-01-04,50.86129,4.27608
2021-01-04,50.86685,4.28628
2021-01-04,50.87273,4.28415
2021-01-04,50.87436,4.27674
2021-01-04,50.86323,4.28722
2021-01-04,50.85550,4.41137
2021-01-04,50.87135,4.42425
2021-01-04,50.88863,4.37187
2021-01-04,50.85503,4.45059
2021-01-04,50.85729,4.38124
2021-01-04,50.83289,4.40436
2021-01-04,50.84113,4.39006
2021-01-04,50.86322,4.38803
2021-01-04,50.86035,4.42747
2021-01-04,50.85299,4.37905
2021-01-04,50.85190,4.37147
2021-01-04,50.84259,4.36130
2021-01-04,50.84953,4.37289
2021-01-04,50.85776,4.40882
2021-01-04,50.87568,4.42816
2021-01-04,50.85845,4.38837
2021-01-04,50.87075,4.40198
2021-01-04,50.86623,4.37564
2021-01-04,50.83199,4.35122
2021-01-04,50.89184,4.35133
2021-01-04,50.80400,4.37576
2021-01-04,50.85525,4.37705
2021-01-04,50.85252,4.34786
2021-01-04,50.87983,4.32731
2021-01-04,50.86409,4.36940
2021-01-04,50.85816,4.39279
2021-01-04,50.83643,4.33796
2021-01-04,50.83600,4.34573
2021-01-04,50.84583,4.34761
2021-01-04,50.83983,4.41459
2021-01-04,50.85227,4.45457
2021-01-04,50.86290,4.37660
2021-01-04,50.87545,4.47334
2021-01-04,50.82109,4.32395
2021-01-04,50.86066,4.38029
2021-01-04,50.88523,4.30200
2021-01-04,50.86751,4.40268
2021-01-04,50.85606,4.43623
2021-01-04,50.84667,4.36616
2021-01-04,50.85426,4.38074
2021-01-04,50.82839,4.42018
2021-01-04,50.83571,4.38950
2021-01-04,50.83706,4.40575
2021-01-04,50.83368,4.40509
2021-01-04,50.83633,4.40282
2021-01-04,50.83784,4.40169
2021-01-04,50.83653,4.40351
2021-01-04,50.83588,4.40104
2021-01-04,50.82857,4.41655
2021-01-04,50.83454,4.40185
2021-01-04,50.83961,4.40786
2021-01-04,50.83764,4.39409
2021-01-04,50.83070,4.40806
2021-01-04,50.83070,4.41715
2021-01-04,50.86415,4.42207
2021-01-04,50.86811,4.40194
2021-01-04,50.87486,4.39963
2021-01-04,50.81479,4.32157
2021-01-04,50.82064,4.33281
2021-01-04,50.81101,4.31449
2021-01-04,50.81533,4.30674
2021-01-04,50.82649,4.30047
2021-01-04,50.79955,4.31050
2021-01-04,50.81040,4.35821
2021-01-04,50.80702,4.34467
2021-01-04,50.80297,4.33298
2021-01-04,50.81456,4.35947
2021-01-04,50.81719,4.33321
2021-01-04,50.79398,4.32551
2021-01-04,50.82723,4.33902
2021-01-04,50.80580,4.35095
2021-01-04,50.81834,4.34596
2021-01-04,50.81499,4.32990
2021-01-04,50.80758,4.34389
2021-01-04,50.82267,4.34937
2021-01-04,50.82191,4.35120
2021-01-04,50.82321,4.33405
2021-01-04,50.81420,4.35794
2021-01-04,50.82894,4.34489
2021-01-04,50.82446,4.33099
2021-01-04,50.87965,4.29501
2021-01-04,50.87476,4.30371
2021-01-04,50.87349,4.31005
2021-01-04,50.86935,4.29930
2021-01-04,50.86144,4.31805
2021-01-04,50.86937,4.28476
2021-01-04,50.86076,4.30700
2021-01-04,50.81873,4.35211
2021-01-04,50.81731,4.36734
2021-01-04,50.81377,4.36926
2021-01-04,50.81948,4.36835
2021-01-04,50.80265,4.35748
2021-01-04,50.82430,4.35221
2021-01-04,50.82874,4.36959
2021-01-04,50.82602,4.36537
2021-01-04,50.81928,4.37115
2021-01-04,50.82368,4.36786
2021-01-04,50.82799,4.37720
2021-01-04,50.82174,4.37716
2021-01-04,50.81720,4.37305
2021-01-04,50.81256,4.37063
2021-01-04,50.81906,4.38443
2021-01-04,50.83259,4.35901
2021-01-04,50.81241,4.33493
2021-01-04,50.81911,4.35389
2021-01-04,50.81961,4.37039
2021-01-04,50.81579,4.34805
2021-01-04,50.81093,4.37083
2021-01-04,50.79330,4.36438
2021-01-04,50.84411,4.34429
2021-01-04,50.82545,4.39641
2021-01-04,50.87383,4.34713
2021-01-04,50.87729,4.29963
2021-01-04,50.88254,4.31883
2021-01-04,50.88196,4.32683
2021-01-04,50.88064,4.30693
2021-01-04,50.86852,4.33655
2021-01-04,50.88495,4.31605
2021-01-04,50.88608,4.33479
2021-01-04,50.88315,4.32628
2021-01-04,50.89895,4.33544
2021-01-04,50.89869,4.30665
2021-01-04,50.87367,4.30890
2021-01-04,50.88643,4.30441
2021-01-04,50.86386,4.32230
2021-01-04,50.86879,4.32975
2021-01-04,50.86913,4.33823
2021-01-04,50.86335,4.32440
2021-01-04,50.86078,4.32413
2021-01-04,50.86250,4.31110
2021-01-04,50.85194,4.33247
2021-01-04,50.84394,4.32579
2021-01-04,50.85399,4.31287
2021-01-04,50.86343,4.29230
2021-01-04,50.84900,4.32295
2021-01-04,50.86934,4.30032
2021-01-04,50.86226,4.28813
2021-01-04,50.84092,4.28118
2021-01-04,50.85248,4.34582
2021-01-04,50.86062,4.30839
2021-01-04,50.84978,4.30844
2021-01-04,50.85076,4.31046
2021-01-04,50.85944,4.28578
2021-01-04,50.84410,4.31148
2021-01-04,50.85617,4.31683
2021-01-04,50.83376,4.29835
2021-01-04,50.84486,4.29128
2021-01-04,50.85660,4.28764
2021-01-04,50.82691,4.34937
2021-01-04,50.82829,4.34608
2021-01-04,50.82144,4.34879
2021-01-04,50.83641,4.35638
2021-01-04,50.82251,4.34846
2021-01-04,50.82601,4.34942
2021-01-04,50.82513,4.34791
2021-01-04,50.82557,4.34774
2021-01-04,50.83124,4.35132
2021-01-04,50.82732,4.34871
2021-01-04,50.82093,4.33685
2021-01-04,50.83036,4.35673
2021-01-04,50.82681,4.34753
2021-01-04,50.82580,4.34871
2021-01-04,50.82772,4.35164
2021-01-04,50.85192,4.38520
2021-01-04,50.84379,4.37875
2021-01-04,50.86329,4.38071
2021-01-04,50.84077,4.36388
2021-01-04,50.85012,4.37644
2021-01-04,50.87377,4.39237
2021-01-04,50.86927,4.37474
2021-01-04,50.85674,4.37033
2021-01-04,50.86494,4.38141
2021-01-04,50.85843,4.38377
2021-01-04,50.86271,4.37676
2021-01-04,50.86289,4.38931
2021-01-04,50.87181,4.37148
2021-01-04,50.86555,4.36868
2021-01-04,50.87445,4.37831
2021-01-04,50.86929,4.38505
2021-01-04,50.83199,4.29799
2021-01-04,50.81218,4.30623
2021-01-04,50.77888,4.30062
2021-01-04,50.78740,4.33057
2021-01-04,50.78664,4.34902
2021-01-04,50.81991,4.29552
2021-01-04,50.79647,4.28752
2021-01-04,50.80048,4.29916
2021-01-04,50.77759,4.34169
2021-01-04,50.79034,4.32563
2021-01-04,50.80793,4.38648
2021-01-04,50.79993,4.34012
2021-01-04,50.80558,4.44432
2021-01-04,50.79510,4.46688
2021-01-04,50.80857,4.44764
2021-01-04,50.83517,4.45892
2021-01-04,50.84546,4.43858
2021-01-04,50.85995,4.44509
2021-01-04,50.84263,4.43939
2021-01-04,50.84233,4.45275
2021-01-04,50.83462,4.46113
2021-01-04,50.85917,4.44602
2021-01-04,50.84493,4.43788
2021-01-04,50.83067,4.44259
2021-01-04,50.83949,4.47021
2021-01-04,50.84589,4.43839
2021-01-04,50.83458,4.47474
2021-01-04,50.85924,4.42257
2021-01-04,50.84809,4.45374
2021-01-05,50.82733,4.29248
2021-01-05,50.82974,4.28365
2021-01-05,50.85469,4.27974
2021-01-05,50.81698,4.30403
2021-01-05,50.81977,4.29658
2021-01-05,50.81602,4.26332
2021-01-05,50.82649,4.29408
2021-01-05,50.81504,4.31130
2021-01-05,50.83093,4.28040
2021-01-05,50.83770,4.30879
2021-01-05,50.82757,4.29164
2021-01-05,50.82705,4.29248
2021-01-05,50.83949,4.32134
2021-01-05,50.82978,4.30119
2021-01-05,50.83520,4.30561
2021-01-05,50.82772,4.29350
2021-01-05,50.84204,4.30163
2021-01-05,50.83382,4.27989
2021-01-05,50.82047,4.29554
2021-01-05,50.83879,4.28412
2021-01-05,50.82716,4.29301
2021-01-05,50.82927,4.21378
2021-01-05,50.81518,4.31684
2021-01-05,50.84215,4.29799
2021-01-05,50.83367,4.29597
2021-01-05,50.82218,4.29179
2021-01-05,50.82487,4.29868
2021-01-05,50.82812,4.43269
2021-01-05,50.81115,4.45214
2021-01-05,50.81485,4.43092
2021-01-05,50.80024,4.43357
2021-01-05,50.79977,4.40965
2021-01-05,50.80108,4.44821
2021-01-05,50.81370,4.43061
2021-01-05,50.79990,4.40044
2021-01-05,50.81821,4.41601
2021-01-05,50.82145,4.43159
2021-01-05,50.79522,4.40407
2021-01-05,50.80247,4.41563
2021-01-05,50.80419,4.47949
2021-01-05,50.80442,4.44591
2021-01-05,50.81218,4.44089
2021-01-05,50.80992,4.46754
2021-01-05,50.86289,4.29418
2021-01-05,50.86763,4.29213
2021-01-05,50.86660,4.28555
2021-01-05,50.86955,4.27229
2021-01-05,50.87202,4.30049
2021-01-05,50.86676,4.27998
2021-01-05,50.87081,4.30221
2021-01-05,50.87873,4.29313
2021-01-05,50.91188,4.45092
2021-01-05,50.85162,4.37632
2021-01-05,50.83987,4.43390
2021-01-05,50.84277,4.45267
2021-01-05,50.83086,4.38737
2021-01-05,50.83947,4.46537
2021-01-05,50.85526,4.40900
2021-01-05,50.87675,4.36388
2021-01-05,50.85026,4.39540
2021-01-05,50.85396,4.38087
2021-01-05,50.86145,4.40103
2021-01-05,50.91539,4.37735
2021-01-05,50.83185,4.35625
2021-01-05,50.85907,4.41037
2021-01-05,50.88492,4.39124
2021-01-05,50.87313,4.39613
2021-01-05,50.82695,4.39464
2021-01-05,50.91111,4.38280
2021-01-05,50.85076,4.38546
2021-01-05,50.82545,4.40269
2021-01-05,50.85632,4.38087
2021-01-05,50.86671,4.32995
2021-01-05,50.85224,4.42184
2021-01-05,50.80839,4.46886
2021-01-05,50.86140,4.41322
2021-01-05,50.85349,4.38055
2021-01-05,50.88032,4.40339
2021-01-05,50.85128,4.40759
2021-01-05,50.86794,4.40056
2021-01-05,50.90323,4.41750
2021-01-05,50.83873,4.36160
2021-01-05,50.85394,4.44270
2021-01-05,50.86596,4.29832
2021-01-05,50.84561,4.38521
2021-01-05,50.84298,4.40687
2021-01-05,50.88089,4.40577
2021-01-05,50.86219,4.31180
2021-01-05,50.84697,4.38390
2021-01-05,50.85334,4.34936
2021-01-05,50.83373,4.43686
2021-01-05,50.80644,4.35438
2021-01-05,50.86845,4.44084
2021-01-05,50.85707,4.38806
2021-01-05,50.82920,4.41258
2021-01-05,50.84558,4.36984
2021-01-05,50.85744,4.42315
2021-01-05,50.85112,4.22823
2021-01-05,50.86364,4.38980
2021-01-05,50.85477,4.37932
2021-01-05,50.82799,4.40496
2021-01-05,50.86148,4.37242
2021-01-05,50.83258,4.42668
2021-01-05,50.85663,4.38815
2021-01-05,50.81149,4.38677
2021-01-05,50.85578,4.36114
2021-01-05,50.85504,4.28072
2021-01-05,50.88177,4.32306
2021-01-05,50.88325,4.44775
2021-01-05,50.87675,4.40436
2021-01-05,50.84864,4.37344
2021-01-05,50.85327,4.40297
2021-01-05,50.85469,4.38601
2021-01-05,50.91683,4.42084
2021-01-05,50.85246,4.37260
2021-01-05,50.85641,4.49546
2021-01-05,50.84831,4.30234
2021-01-05,50.84817,4.42726
2021-01-05,50.79474,4.46583
2021-01-05,50.82480,4.28257
2021-01-05,50.83502,4.41009
2021-01-05,50.83544,4.39359
2021-01-05,50.83497,4.40392
2021-01-05,50.83799,4.40417
2021-01-05,50.83123,4.40159
2021-01-05,50.85191,4.39452
2021-01-05,50.82740,4.38196
2021-01-05,50.83661,4.40575
2021-01-05,50.83584,4.40461
2021-01-05,50.84156,4.38000
2021-01-05,50.84246,4.40420
2021-01-05,50.84008,4.40908
2021-01-05,50.83176,4.40243
2021-01-05,50.82438,4.41348
2021-01-05,50.83615,4.39952
2021-01-05,50.83261,4.40103
2021-01-05,50.83433,4.40264
2021-01-05,50.83839,4.42248
2021-01-05,50.83715,4.40310
2021-01-05,50.83566,4.42526
2021-01-05,50.83722,4.40617
2021-01-05,50.83882,4.41902
2021-01-05,50.83505,4.39927
2021-01-05,50.82754,4.39341
2021-01-05,50.83439,4.40566
2021-01-05,50.83358,4.39726
2021-01-05,50.86373,4.39579
2021-01-05,50.85412,4.40801
2021-01-05,50.87302,4.40745
2021-01-05,50.87022,4.40749
2021-01-05,50.86846,4.40240
2021-01-05,50.86346,4.39436
2021-01-05,50.86962,4.39302
2021-01-05,50.86919,4.40770
2021-01-05,50.86473,4.38505
2021-01-05,50.87016,4.40857
2021-01-05,50.81359,4.32951
2021-01-05,50.81337,4.33712
2021-01-05,50.82635,4.32710
2021-01-05,50.81079,4.33614
2021-01-05,50.80977,4.33166
2021-01-05,50.80576,4.30144
2021-01-05,50.82145,4.30159
2021-01-05,50.80972,4.32657
2021-01-05,50.81581,4.32905
2021-01-05,50.80941,4.32132
2021-01-05,50.81461,4.33103
2021-01-05,50.81251,4.36685
2021-01-05,50.80417,4.35638
2021-01-05,50.81711,4.33354
2021-01-05,50.81479,4.32160
2021-01-05,50.87231,4.30036
2021-01-05,50.87699,4.28751
2021-01-05,50.88762,4.30303
2021-01-05,50.86777,4.32231
2021-01-05,50.87497,4.29898
2021-01-05,50.88541,4.32183
2021-01-05,50.87471,4.30819
2021-01-05,50.86869,4.30862
2021-01-05,50.88032,4.30045
2021-01-05,50.80999,4.38172
2021-01-05,50.83516,4.38196
2021-01-05,50.81963,4.34593
2021-01-05,50.83370,4.35899
2021-01-05,50.84564,4.37080
2021-01-05,50.81681,4.36699
2021-01-05,50.80094,4.39770
2021-01-05,50.84267,4.35102
2021-01-05,50.83641,4.33058
2021-01-05,50.82488,4.37726
2021-01-05,50.82350,4.39928
2021-01-05,50.80549,4.33849
2021-01-05,50.81971,4.36893
2021-01-05,50.81973,4.36106
2021-01-05,50.79667,4.37598
2021-01-05,50.81524,4.35205
2021-01-05,50.81836,4.36785
2021-01-05,50.82013,4.36698
2021-01-05,50.81933,4.36106
2021-01-05,50.81394,4.38140
2021-01-05,50.82244,4.36421
2021-01-05,50.83029,4.38063
2021-01-05,50.81961,4.36864
2021-01-05,50.81549,4.36807
2021-01-05,50.81051,4.35800
2021-01-05,50.83125,4.37386
2021-01-05,50.80672,4.36989
2021-01-05,50.82567,4.33919
2021-01-05,50.81006,4.38085
2021-01-05,50.82813,4.39232
2021-01-05,50.82054,4.36621
2021-01-05,50.81733,4.37140
2021-01-05,50.80801,4.35969
2021-01-05,50.81201,4.34839
2021-01-05,50.81581,4.36662
2021-01-05,50.80723,4.39727
2021-01-05,50.83007,4.36592
2021-01-05,50.82842,4.37007
2021-01-05,50.82245,4.36276
2021-01-05,50.81700,4.35618
2021-01-05,50.83744,4.36301
2021-01-05,50.82009,4.33263
2021-01-05,50.82580,4.35508
2021-01-05,50.81147,4.35204
2021-01-05,50.82131,4.36783
2021-01-05,50.83120,4.35772
